Gene	logFC_BH	PValue_BH	logFC_BC	PValue_BC	logFC_HC	PValue_HC	logFC_LB	PValue_LB	FDR_BH	FDR_BC	FDR_HC	FDR_LB
FBgn0013303	-0.05	0.36	-0.04	0.54	0.01	0.83	-0.09	0.39	0.59	0.81	0.91	0.85
FBgn0013726	-0.02	0.65	0.06	0.32	0.08	0.11	0.03	0.72	0.81	0.67	0.24	0.96
FBgn0025865	-0.05	0.42	0.04	0.60	0.08	0.16	-0.01	0.92	0.65	0.84	0.31	0.99
FBgn0036144	-0.17	0.00	0.01	0.93	0.18	0.00	-0.16	0.14	0.03	0.98	0.02	0.56
FBgn0039969	0.06	0.33	0.10	0.13	0.04	0.45	0.16	0.16	0.57	0.48	0.62	0.61
FBgn0037116	0.00	0.94	0.05	0.44	0.04	0.42	0.05	0.62	0.97	0.75	0.59	0.94
FBgn0036136	0.05	0.46	-0.08	0.26	-0.13	0.04	-0.04	0.77	0.68	0.62	0.12	0.96
FBgn0014019	-0.12	0.07	0.06	0.43	0.19	0.01	-0.06	0.64	0.24	0.75	0.03	0.94
FBgn0016976	-0.32	0.01	0.01	0.97	0.32	0.01	-0.31	0.20	0.08	0.99	0.05	0.67
FBgn0040153	0.11	0.14	0.16	0.05	0.05	0.46	0.26	0.05	0.35	0.33	0.63	0.35
FBgn0031143	-0.04	0.54	-0.02	0.82	0.02	0.72	-0.06	0.65	0.74	0.93	0.83	0.94
FBgn0025638	0.06	0.39	0.08	0.31	0.02	0.76	0.14	0.29	0.63	0.67	0.86	0.77
FBgn0015574	0.16	0.03	-0.07	0.41	-0.23	0.00	0.09	0.52	0.14	0.73	0.01	0.90
FBgn0029969	0.18	0.05	0.04	0.72	-0.14	0.13	0.21	0.22	0.21	0.89	0.27	0.69
FBgn0036008	0.19	0.05	-0.10	0.36	-0.29	0.00	0.08	0.65	0.20	0.70	0.02	0.94
FBgn0028857	0.26	0.00	-0.08	0.39	-0.34	0.00	0.18	0.25	0.02	0.72	0.00	0.72
FBgn0036354	0.17	0.04	-0.05	0.57	-0.23	0.01	0.12	0.45	0.16	0.82	0.03	0.88
FBgn0002783	0.00	0.93	0.22	0.00	0.23	0.00	0.22	0.05	0.97	0.03	0.00	0.34
FBgn0260481	0.09	0.18	-0.14	0.07	-0.23	0.00	-0.05	0.70	0.41	0.38	0.01	0.96
FBgn0045761	-0.16	0.03	0.15	0.06	0.31	0.00	-0.01	0.97	0.13	0.35	0.00	1.00
FBgn0040368	-0.01	0.94	-0.09	0.29	-0.09	0.25	-0.10	0.50	0.97	0.65	0.42	0.89
FBgn0031002	0.23	0.00	0.15	0.08	-0.08	0.25	0.38	0.01	0.02	0.38	0.42	0.09
FBgn0003048	0.03	0.73	0.12	0.20	0.09	0.26	0.15	0.34	0.87	0.56	0.43	0.82
FBgn0033428	0.09	0.18	0.07	0.36	-0.02	0.78	0.17	0.21	0.41	0.69	0.87	0.68
FBgn0032079	0.03	0.65	0.06	0.38	0.03	0.57	0.09	0.45	0.81	0.71	0.72	0.87
FBgn0036891	0.02	0.80	-0.04	0.71	-0.06	0.50	-0.02	0.93	0.90	0.89	0.66	0.99
FBgn0034031	0.23	0.00	-0.03	0.69	-0.26	0.00	0.19	0.12	0.01	0.88	0.00	0.54
FBgn0003124	0.05	0.55	-0.03	0.76	-0.09	0.34	0.02	0.90	0.74	0.91	0.51	0.99
FBgn0034408	-0.09	0.14	0.03	0.69	0.12	0.05	-0.06	0.60	0.36	0.88	0.14	0.93
FBgn0029877	0.02	0.81	-0.11	0.18	-0.13	0.08	-0.09	0.49	0.91	0.54	0.19	0.89
FBgn0033232	0.11	0.07	0.00	0.99	-0.11	0.07	0.11	0.35	0.24	1.00	0.17	0.82
FBgn0259201	-0.52	0.01	-0.67	0.00	-0.15	0.44	-1.19	0.00	0.06	0.08	0.61	0.03
FBgn0035086	0.10	0.27	-0.10	0.33	-0.20	0.03	0.00	0.99	0.51	0.67	0.08	1.00
FBgn0035708	-0.09	0.20	-0.17	0.04	-0.08	0.27	-0.25	0.05	0.43	0.28	0.44	0.35
FBgn0051546	0.16	0.05	-0.19	0.05	-0.35	0.00	-0.03	0.85	0.20	0.31	0.00	0.98
FBgn0030974	-0.07	0.22	0.11	0.10	0.19	0.00	0.04	0.73	0.45	0.42	0.01	0.96
FBgn0022987	-0.14	0.07	0.04	0.68	0.18	0.02	-0.10	0.49	0.24	0.88	0.08	0.89
FBgn0261872	-0.03	0.65	0.06	0.40	0.08	0.15	0.03	0.79	0.81	0.72	0.30	0.97
FBgn0037754	-0.21	0.00	0.00	0.95	0.21	0.00	-0.20	0.12	0.03	0.98	0.01	0.53
FBgn0051205	0.44	0.04	0.02	0.92	-0.41	0.05	0.46	0.25	0.16	0.97	0.13	0.73
FBgn0034659	0.07	0.55	-0.09	0.49	-0.15	0.16	-0.02	0.92	0.74	0.78	0.31	0.99
FBgn0031379	-0.01	0.83	-0.04	0.61	-0.02	0.72	-0.05	0.67	0.92	0.85	0.83	0.95
FBgn0031103	0.06	0.36	-0.18	0.02	-0.24	0.00	-0.12	0.36	0.60	0.22	0.00	0.82
FBgn0004198	-0.11	0.32	0.05	0.66	0.16	0.13	-0.05	0.80	0.56	0.87	0.27	0.97
FBgn0261534	-0.17	0.15	-0.05	0.72	0.12	0.31	-0.22	0.34	0.38	0.89	0.49	0.81
FBgn0020510	0.05	0.41	0.10	0.17	0.05	0.46	0.15	0.21	0.64	0.54	0.63	0.68
FBgn0050007	0.04	0.76	0.01	0.91	-0.02	0.86	0.05	0.82	0.88	0.97	0.92	0.98
FBgn0038610	0.03	0.70	0.00	0.99	-0.03	0.71	0.03	0.83	0.84	1.00	0.83	0.98
FBgn0000317	-0.15	0.02	0.16	0.04	0.31	0.00	0.01	0.96	0.12	0.29	0.00	0.99
FBgn0033426	-0.06	0.31	0.07	0.30	0.13	0.03	0.01	0.92	0.55	0.65	0.09	0.99
FBgn0030589	-0.27	0.00	-0.25	0.01	0.02	0.83	-0.53	0.00	0.01	0.13	0.90	0.02
FBgn0026427	-0.02	0.81	0.12	0.27	0.14	0.13	0.10	0.59	0.91	0.63	0.27	0.93
FBgn0051542	0.15	0.07	-0.11	0.24	-0.27	0.00	0.04	0.81	0.24	0.60	0.01	0.97
FBgn0027453	-0.06	0.35	-0.06	0.38	0.00	0.94	-0.12	0.30	0.58	0.71	0.96	0.78
FBgn0035656	0.25	0.00	0.13	0.08	-0.11	0.09	0.38	0.00	0.00	0.39	0.20	0.05
FBgn0261675	-0.54	0.03	-0.56	0.06	-0.02	0.94	-1.10	0.02	0.14	0.34	0.97	0.20
FBgn0037684	0.37	0.00	0.30	0.00	-0.07	0.39	0.68	0.00	0.00	0.06	0.57	0.00
FBgn0035293	-0.08	0.21	0.22	0.00	0.30	0.00	0.14	0.25	0.45	0.07	0.00	0.73
FBgn0030292	-0.38	0.00	-0.25	0.01	0.14	0.09	-0.63	0.00	0.00	0.13	0.21	0.00
FBgn0052832	0.07	0.40	-0.15	0.12	-0.23	0.01	-0.08	0.62	0.64	0.47	0.04	0.94
FBgn0250849	-0.06	0.58	-0.19	0.12	-0.13	0.21	-0.25	0.22	0.77	0.46	0.38	0.68
FBgn0035252	-0.10	0.26	-0.11	0.28	-0.01	0.90	-0.20	0.21	0.50	0.64	0.95	0.68
FBgn0000413	0.02	0.81	0.02	0.82	0.00	0.99	0.03	0.79	0.91	0.93	1.00	0.97
FBgn0022069	-0.06	0.39	-0.10	0.23	-0.04	0.59	-0.17	0.24	0.63	0.60	0.74	0.72
FBgn0036285	0.27	0.00	0.15	0.07	-0.12	0.10	0.41	0.00	0.00	0.36	0.22	0.04
FBgn0033309	0.09	0.22	-0.08	0.37	-0.17	0.02	0.01	0.92	0.46	0.70	0.08	0.99
FBgn0031643	-0.04	0.44	-0.04	0.57	0.01	0.91	-0.08	0.46	0.67	0.82	0.95	0.88
FBgn0050021	-0.24	0.00	-0.08	0.34	0.16	0.02	-0.32	0.02	0.01	0.68	0.08	0.19
FBgn0000404	0.06	0.33	-0.01	0.90	-0.07	0.27	0.05	0.67	0.57	0.96	0.44	0.95
FBgn0028427	-0.03	0.56	0.06	0.34	0.10	0.09	0.03	0.79	0.75	0.68	0.21	0.97
FBgn0039773	0.17	0.02	-0.08	0.33	-0.25	0.00	0.08	0.55	0.12	0.68	0.01	0.92
FBgn0030581	-0.21	0.00	0.05	0.52	0.25	0.00	-0.16	0.18	0.01	0.79	0.00	0.64
FBgn0033812	0.05	0.47	0.06	0.47	0.01	0.92	0.11	0.42	0.68	0.77	0.96	0.86
FBgn0036346	0.10	0.21	-0.15	0.09	-0.24	0.00	-0.05	0.71	0.45	0.40	0.01	0.96
FBgn0035416	-0.08	0.18	-0.01	0.91	0.07	0.23	-0.08	0.44	0.41	0.97	0.39	0.87
FBgn0011604	0.03	0.59	-0.02	0.74	-0.06	0.35	0.01	0.93	0.77	0.90	0.53	0.99
FBgn0263316	-0.07	0.30	0.12	0.12	0.19	0.00	0.05	0.70	0.54	0.46	0.02	0.95
FBgn0037301	0.04	0.43	-0.09	0.17	-0.13	0.02	-0.05	0.67	0.66	0.53	0.06	0.95
FBgn0000455	0.15	0.05	0.06	0.50	-0.09	0.25	0.21	0.16	0.20	0.78	0.42	0.61
FBgn0001941	-0.10	0.20	-0.06	0.55	0.05	0.55	-0.16	0.30	0.43	0.81	0.70	0.77
FBgn0035375	0.06	0.31	0.03	0.62	-0.03	0.66	0.09	0.41	0.55	0.85	0.79	0.85
FBgn0250732	-0.29	0.00	-0.04	0.60	0.25	0.00	-0.32	0.01	0.00	0.84	0.00	0.10
FBgn0034997	-0.16	0.01	0.02	0.82	0.17	0.00	-0.14	0.23	0.07	0.93	0.03	0.70
FBgn0041337	0.19	0.01	0.02	0.81	-0.17	0.02	0.21	0.12	0.06	0.93	0.06	0.54
FBgn0036353	0.12	0.08	-0.01	0.85	-0.13	0.05	0.10	0.43	0.26	0.94	0.13	0.86
FBgn0039160	0.10	0.07	-0.01	0.84	-0.12	0.04	0.09	0.40	0.23	0.94	0.11	0.85
FBgn0260453	0.14	0.08	-0.17	0.07	-0.31	0.00	-0.03	0.86	0.26	0.37	0.00	0.98
FBgn0036801	0.01	0.91	-0.01	0.86	-0.02	0.75	-0.01	0.96	0.96	0.95	0.85	0.99
FBgn0034248	-0.05	0.47	-0.05	0.54	0.00	0.99	-0.09	0.45	0.69	0.81	0.99	0.88
FBgn0028693	0.15	0.01	0.13	0.06	-0.02	0.67	0.28	0.01	0.07	0.34	0.80	0.15
FBgn0022984	0.12	0.06	0.03	0.69	-0.09	0.15	0.15	0.22	0.22	0.88	0.30	0.69
FBgn0031682	0.03	0.62	-0.07	0.25	-0.10	0.07	-0.05	0.67	0.79	0.62	0.17	0.95
FBgn0038463	0.81	0.00	0.30	0.13	-0.51	0.00	1.11	0.00	0.00	0.47	0.02	0.02
FBgn0261545	-0.12	0.04	-0.01	0.93	0.11	0.05	-0.13	0.25	0.16	0.97	0.13	0.73
FBgn0023508	0.01	0.84	0.12	0.05	0.11	0.04	0.13	0.21	0.92	0.33	0.12	0.68
FBgn0086697	0.07	0.31	-0.17	0.04	-0.24	0.00	-0.10	0.49	0.55	0.30	0.01	0.89
FBgn0031571	-0.32	0.00	-0.18	0.18	0.15	0.20	-0.50	0.02	0.04	0.54	0.37	0.21
FBgn0033047	-0.13	0.17	-0.10	0.35	0.03	0.76	-0.24	0.20	0.39	0.69	0.86	0.67
FBgn0036116	0.16	0.02	0.03	0.67	-0.13	0.07	0.20	0.15	0.12	0.88	0.17	0.59
FBgn0031213	-0.09	0.18	0.13	0.08	0.22	0.00	0.04	0.74	0.41	0.40	0.01	0.96
FBgn0029706	-0.02	0.77	0.12	0.10	0.14	0.03	0.10	0.40	0.89	0.43	0.09	0.85
FBgn0035936	-0.01	0.86	0.08	0.32	0.09	0.18	0.06	0.62	0.93	0.67	0.34	0.94
FBgn0261986	-0.06	0.39	0.00	0.99	0.06	0.40	-0.06	0.65	0.62	1.00	0.57	0.94
FBgn0011571	0.00	0.99	-0.06	0.50	-0.06	0.44	-0.07	0.68	1.00	0.78	0.61	0.95
FBgn0033294	0.28	0.29	0.35	0.25	0.07	0.79	0.63	0.22	0.53	0.62	0.88	0.69
FBgn0031407	0.05	0.44	-0.11	0.17	-0.17	0.02	-0.06	0.66	0.67	0.53	0.07	0.94
FBgn0037150	0.19	0.00	0.08	0.19	-0.12	0.02	0.27	0.01	0.00	0.55	0.08	0.09
FBgn0029158	0.02	0.71	-0.06	0.40	-0.09	0.18	-0.04	0.75	0.85	0.73	0.34	0.96
FBgn0030347	-0.01	0.92	0.07	0.38	0.07	0.26	0.06	0.64	0.96	0.71	0.43	0.94
FBgn0039707	0.15	0.07	-0.10	0.30	-0.25	0.00	0.05	0.76	0.25	0.66	0.02	0.96
FBgn0023549	-0.11	0.14	0.14	0.12	0.25	0.00	0.02	0.87	0.36	0.46	0.01	0.98
FBgn0039507	0.09	0.12	0.06	0.34	-0.03	0.65	0.15	0.17	0.33	0.68	0.78	0.62
FBgn0039219	0.06	0.35	-0.11	0.10	-0.17	0.00	-0.06	0.61	0.58	0.42	0.02	0.93
FBgn0034267	-0.34	0.00	-0.17	0.02	0.17	0.01	-0.51	0.00	0.00	0.23	0.05	0.00
FBgn0259969	-0.05	0.52	-0.10	0.26	-0.05	0.51	-0.15	0.31	0.73	0.62	0.67	0.78
FBgn0036844	-0.17	0.01	-0.12	0.09	0.05	0.39	-0.29	0.01	0.04	0.41	0.56	0.15
FBgn0040775	-0.02	0.88	-0.06	0.76	-0.03	0.84	-0.08	0.79	0.95	0.91	0.91	0.97
FBgn0037447	-0.02	0.77	0.15	0.02	0.17	0.00	0.13	0.22	0.89	0.22	0.02	0.69
FBgn0025394	-0.07	0.28	0.11	0.13	0.18	0.00	0.04	0.73	0.51	0.47	0.02	0.96
FBgn0038539	0.08	0.31	-0.23	0.01	-0.30	0.00	-0.15	0.30	0.55	0.15	0.00	0.77
FBgn0027508	-0.10	0.10	0.01	0.87	0.12	0.07	-0.09	0.45	0.30	0.95	0.17	0.88
FBgn0030141	-0.09	0.08	0.01	0.93	0.10	0.07	-0.09	0.39	0.26	0.97	0.17	0.85
FBgn0038700	-0.22	0.02	-0.08	0.47	0.14	0.14	-0.30	0.10	0.11	0.77	0.28	0.48
FBgn0003206	-0.23	0.00	0.04	0.53	0.27	0.00	-0.19	0.09	0.00	0.80	0.00	0.47
FBgn0038839	-0.18	0.00	-0.10	0.16	0.08	0.21	-0.27	0.02	0.04	0.52	0.37	0.18
FBgn0085190	0.13	0.08	-0.14	0.10	-0.26	0.00	-0.01	0.94	0.26	0.43	0.00	0.99
FBgn0032457	0.13	0.08	-0.12	0.15	-0.25	0.00	0.01	0.95	0.25	0.51	0.01	0.99
FBgn0085414	-0.22	0.01	0.00	1.00	0.22	0.01	-0.22	0.15	0.05	1.00	0.03	0.60
FBgn0053182	-0.05	0.48	-0.06	0.51	0.00	0.96	-0.11	0.44	0.69	0.79	0.98	0.87
FBgn0031451	0.06	0.50	-0.20	0.05	-0.26	0.00	-0.14	0.40	0.71	0.31	0.02	0.85
FBgn0032291	0.04	0.62	-0.22	0.01	-0.26	0.00	-0.18	0.22	0.79	0.18	0.01	0.69
FBgn0038476	0.02	0.77	0.00	0.96	-0.02	0.73	0.01	0.90	0.89	0.99	0.84	0.99
FBgn0262740	-0.10	0.18	0.03	0.75	0.12	0.08	-0.07	0.61	0.40	0.91	0.20	0.93
FBgn0004366	-0.18	0.02	-0.10	0.28	0.08	0.28	-0.28	0.06	0.11	0.64	0.45	0.37
FBgn0032369	0.11	0.16	-0.06	0.50	-0.17	0.03	0.05	0.73	0.38	0.79	0.09	0.96
FBgn0083943	0.07	0.48	-0.21	0.09	-0.28	0.01	-0.13	0.50	0.69	0.40	0.04	0.90
FBgn0030556	-0.13	0.02	0.02	0.79	0.15	0.01	-0.11	0.30	0.12	0.92	0.04	0.77
FBgn0033680	0.02	0.79	-0.18	0.02	-0.19	0.00	-0.16	0.19	0.90	0.20	0.02	0.66
FBgn0038341	-0.41	0.00	-0.13	0.10	0.28	0.00	-0.54	0.00	0.00	0.43	0.00	0.00
FBgn0023097	-0.02	0.76	0.08	0.25	0.09	0.10	0.06	0.60	0.89	0.61	0.23	0.93
FBgn0038420	-0.16	0.02	-0.06	0.43	0.10	0.15	-0.22	0.09	0.10	0.75	0.30	0.46
FBgn0037918	-0.18	0.00	0.14	0.04	0.32	0.00	-0.04	0.70	0.02	0.28	0.00	0.95
FBgn0033191	0.02	0.74	-0.04	0.61	-0.06	0.35	-0.02	0.89	0.87	0.84	0.53	0.99
dsim_PG00183	0.07	0.36	-0.01	0.90	-0.08	0.29	0.06	0.68	0.59	0.96	0.46	0.95
FBgn0037142	-0.06	0.34	0.00	0.97	0.06	0.36	-0.07	0.61	0.58	0.99	0.54	0.93
FBgn0038127	-0.02	0.82	-0.19	0.02	-0.18	0.01	-0.21	0.12	0.91	0.20	0.05	0.53
FBgn0037203	-0.24	0.01	0.00	0.96	0.23	0.01	-0.24	0.17	0.07	0.99	0.05	0.63
FBgn0030653	0.13	0.10	0.24	0.01	0.11	0.16	0.38	0.02	0.29	0.13	0.32	0.16
FBgn0259239	0.05	0.62	-0.07	0.50	-0.12	0.20	-0.03	0.89	0.79	0.79	0.37	0.99
FBgn0030289	-0.05	0.46	0.02	0.81	0.07	0.31	-0.03	0.81	0.68	0.93	0.49	0.97
FBgn0039323	0.07	0.53	0.16	0.25	0.08	0.49	0.23	0.31	0.73	0.62	0.65	0.79
FBgn0032483	0.11	0.10	-0.06	0.46	-0.17	0.01	0.05	0.68	0.29	0.76	0.05	0.95
FBgn0028978	0.08	0.33	-0.09	0.33	-0.17	0.04	-0.01	0.94	0.57	0.68	0.11	0.99
FBgn0033883	0.04	0.54	0.01	0.90	-0.03	0.64	0.05	0.69	0.74	0.96	0.77	0.95
FBgn0029959	-0.09	0.18	-0.09	0.25	0.00	0.98	-0.19	0.16	0.40	0.61	0.99	0.61
FBgn0040340	-0.15	0.08	0.09	0.37	0.23	0.00	-0.06	0.70	0.25	0.70	0.03	0.96
FBgn0051146	-0.07	0.42	-0.04	0.70	0.03	0.72	-0.11	0.51	0.65	0.88	0.83	0.90
FBgn0038105	-0.03	0.68	-0.05	0.57	-0.02	0.81	-0.08	0.58	0.84	0.82	0.89	0.93
FBgn0033317	-0.10	0.07	0.03	0.66	0.13	0.02	-0.07	0.49	0.24	0.87	0.07	0.89
FBgn0260749	0.00	0.97	0.05	0.47	0.05	0.42	0.06	0.65	0.99	0.76	0.59	0.94
FBgn0000307	-0.04	0.65	0.11	0.23	0.14	0.06	0.07	0.63	0.81	0.59	0.16	0.94
FBgn0262955	0.01	0.90	0.04	0.58	0.03	0.60	0.05	0.69	0.95	0.83	0.75	0.95
FBgn0027084	-0.18	0.00	0.00	0.99	0.18	0.00	-0.18	0.12	0.03	0.99	0.02	0.54
FBgn0019947	0.01	0.86	0.01	0.84	0.00	0.95	0.02	0.83	0.93	0.94	0.97	0.98
FBgn0010039	0.11	0.51	0.27	0.14	0.17	0.28	0.38	0.22	0.72	0.49	0.46	0.69
FBgn0038428	0.09	0.27	-0.05	0.56	-0.14	0.08	0.03	0.82	0.51	0.82	0.18	0.97
FBgn0035830	0.12	0.02	0.09	0.17	-0.04	0.51	0.21	0.05	0.13	0.53	0.67	0.32
FBgn0036278	0.30	0.00	0.04	0.64	-0.26	0.00	0.34	0.02	0.00	0.86	0.01	0.20
FBgn0052061	0.14	0.07	-0.09	0.33	-0.23	0.00	0.06	0.71	0.23	0.68	0.02	0.96
FBgn0034641	-0.06	0.34	0.08	0.26	0.14	0.02	0.02	0.85	0.58	0.62	0.08	0.98
FBgn0035968	-0.30	0.00	-0.17	0.14	0.13	0.21	-0.47	0.01	0.03	0.49	0.37	0.15
FBgn0028893	0.20	0.02	-0.07	0.49	-0.27	0.00	0.13	0.41	0.10	0.78	0.01	0.85
FBgn0032530	0.21	0.00	-0.03	0.72	-0.24	0.00	0.18	0.20	0.04	0.89	0.01	0.66
FBgn0028470	0.03	0.62	0.05	0.48	0.02	0.75	0.08	0.49	0.79	0.77	0.85	0.89
FBgn0038842	0.06	0.39	0.17	0.02	0.11	0.07	0.23	0.07	0.62	0.21	0.17	0.39
FBgn0020416	-0.02	0.81	0.17	0.08	0.19	0.02	0.15	0.36	0.91	0.39	0.08	0.82
FBgn0036857	0.38	0.00	0.18	0.20	-0.20	0.10	0.57	0.02	0.02	0.57	0.22	0.18
FBgn0263705	-0.17	0.03	0.07	0.42	0.24	0.00	-0.09	0.53	0.15	0.74	0.01	0.91
FBgn0020440	0.08	0.22	0.13	0.07	0.05	0.38	0.21	0.08	0.45	0.36	0.56	0.44
FBgn0030441	0.06	0.47	-0.06	0.56	-0.12	0.16	0.00	0.98	0.69	0.82	0.31	1.00
FBgn0034715	0.05	0.50	-0.03	0.75	-0.08	0.29	0.02	0.87	0.71	0.90	0.47	0.99
FBgn0000057	0.01	0.89	-0.06	0.39	-0.06	0.26	-0.05	0.65	0.95	0.72	0.43	0.94
FBgn0027095	-0.09	0.18	-0.01	0.86	0.08	0.25	-0.11	0.42	0.40	0.95	0.42	0.86
FBgn0035384	0.08	0.24	-0.18	0.02	-0.26	0.00	-0.10	0.41	0.48	0.20	0.00	0.85
FBgn0000339	0.11	0.06	0.06	0.38	-0.05	0.38	0.16	0.13	0.22	0.71	0.56	0.56
FBgn0034483	0.15	0.05	-0.16	0.07	-0.31	0.00	-0.01	0.95	0.19	0.36	0.00	0.99
FBgn0034363	0.10	0.22	-0.10	0.31	-0.20	0.02	0.00	0.98	0.46	0.66	0.07	1.00
FBgn0032247	-0.07	0.20	0.03	0.62	0.11	0.06	-0.04	0.70	0.43	0.85	0.16	0.96
FBgn0011837	-0.02	0.83	0.05	0.64	0.07	0.45	0.03	0.86	0.92	0.86	0.62	0.98
FBgn0032499	0.07	0.25	-0.06	0.41	-0.14	0.04	0.01	0.92	0.49	0.73	0.11	0.99
FBgn0261714	-0.09	0.42	-0.03	0.81	0.06	0.60	-0.12	0.57	0.65	0.93	0.74	0.93
FBgn0024833	-0.08	0.22	0.01	0.85	0.09	0.15	-0.07	0.59	0.45	0.94	0.29	0.93
FBgn0030706	-0.20	0.00	0.06	0.43	0.26	0.00	-0.14	0.30	0.04	0.74	0.00	0.78
FBgn0031335	0.13	0.10	-0.02	0.78	-0.15	0.05	0.10	0.49	0.29	0.92	0.14	0.89
FBgn0051229	-0.06	0.28	-0.08	0.18	-0.02	0.65	-0.14	0.17	0.52	0.54	0.78	0.63
FBgn0000578	-0.23	0.00	0.00	0.95	0.22	0.00	-0.23	0.04	0.00	0.98	0.00	0.30
FBgn0013998	0.01	0.86	0.05	0.48	0.04	0.52	0.06	0.61	0.94	0.77	0.68	0.93
FBgn0031831	0.18	0.04	-0.13	0.17	-0.31	0.00	0.04	0.78	0.16	0.53	0.00	0.97
FBgn0052203	-0.24	0.01	-0.12	0.28	0.12	0.21	-0.37	0.05	0.08	0.63	0.38	0.33
FBgn0031194	-0.16	0.01	0.05	0.44	0.21	0.00	-0.11	0.32	0.05	0.75	0.00	0.80
FBgn0029133	0.04	0.49	-0.07	0.37	-0.11	0.08	-0.02	0.86	0.70	0.70	0.20	0.98
FBgn0037109	-0.09	0.10	0.07	0.26	0.17	0.00	-0.02	0.85	0.30	0.62	0.02	0.98
FBgn0039787	0.05	0.43	0.01	0.86	-0.04	0.56	0.07	0.60	0.66	0.94	0.71	0.93
FBgn0038912	-0.12	0.07	0.06	0.43	0.17	0.01	-0.06	0.64	0.24	0.74	0.03	0.94
FBgn0263601	-0.16	0.03	-0.01	0.87	0.14	0.05	-0.17	0.22	0.14	0.95	0.13	0.69
FBgn0067779	-0.08	0.31	-0.01	0.95	0.08	0.34	-0.09	0.57	0.55	0.98	0.52	0.93
FBgn0262867	-0.24	0.00	0.01	0.93	0.24	0.00	-0.23	0.10	0.01	0.97	0.01	0.48
FBgn0031489	0.14	0.08	0.34	0.00	0.20	0.01	0.48	0.00	0.26	0.01	0.05	0.04
FBgn0034951	0.04	0.50	0.03	0.64	-0.01	0.89	0.07	0.53	0.71	0.86	0.94	0.91
FBgn0036465	0.12	0.13	-0.16	0.06	-0.28	0.00	-0.05	0.74	0.33	0.35	0.00	0.96
FBgn0036510	-0.05	0.44	-0.02	0.84	0.04	0.58	-0.07	0.60	0.66	0.94	0.73	0.93
FBgn0032339	-0.06	0.37	-0.06	0.39	-0.01	0.92	-0.12	0.32	0.61	0.72	0.96	0.80
FBgn0005427	-0.03	0.69	0.15	0.05	0.17	0.01	0.12	0.35	0.84	0.33	0.04	0.82
FBgn0039486	-0.11	0.12	-0.13	0.11	-0.02	0.77	-0.24	0.07	0.32	0.44	0.87	0.41
FBgn0052262	0.09	0.24	-0.13	0.12	-0.22	0.00	-0.05	0.74	0.48	0.46	0.02	0.96
FBgn0264490	-0.13	0.47	0.12	0.56	0.24	0.16	-0.01	0.98	0.69	0.82	0.31	1.00
FBgn0031299	0.18	0.00	0.19	0.01	0.01	0.86	0.38	0.00	0.04	0.13	0.92	0.04
FBgn0016078	0.06	0.41	-0.02	0.85	-0.08	0.29	0.04	0.75	0.64	0.94	0.46	0.96
FBgn0259742	0.17	0.01	0.01	0.91	-0.16	0.02	0.18	0.18	0.09	0.97	0.07	0.64
FBgn0002524	-0.12	0.06	-0.06	0.37	0.05	0.42	-0.18	0.13	0.23	0.70	0.59	0.56
FBgn0033033	-0.14	0.02	0.00	0.98	0.14	0.02	-0.14	0.24	0.12	0.99	0.07	0.72
FBgn0265268	0.00	0.95	0.10	0.23	0.10	0.15	0.09	0.50	0.98	0.60	0.30	0.89
FBgn0040805	0.07	0.23	0.08	0.27	0.00	0.96	0.15	0.20	0.46	0.63	0.98	0.66
FBgn0040763	-0.01	0.85	-0.17	0.03	-0.16	0.02	-0.19	0.16	0.93	0.26	0.08	0.61
FBgn0030040	0.10	0.25	0.05	0.59	-0.05	0.58	0.16	0.35	0.49	0.84	0.73	0.82
FBgn0027088	0.00	0.96	0.04	0.62	0.04	0.60	0.04	0.74	0.98	0.85	0.74	0.96
FBgn0005771	-0.07	0.18	0.06	0.34	0.13	0.01	-0.01	0.89	0.41	0.69	0.06	0.99
FBgn0260655	-0.03	0.58	0.09	0.18	0.13	0.03	0.06	0.60	0.77	0.54	0.10	0.93
FBgn0035849	0.05	0.43	0.10	0.15	0.05	0.38	0.15	0.20	0.65	0.50	0.55	0.67
FBgn0051797	0.12	0.11	-0.14	0.12	-0.26	0.00	-0.01	0.92	0.31	0.46	0.01	0.99
FBgn0026597	-0.08	0.19	0.15	0.02	0.22	0.00	0.07	0.51	0.43	0.23	0.00	0.90
FBgn0023023	0.18	0.00	0.20	0.01	0.02	0.72	0.37	0.00	0.04	0.10	0.84	0.03
FBgn0038449	0.41	0.00	-0.12	0.35	-0.53	0.00	0.29	0.18	0.00	0.69	0.00	0.63
FBgn0036016	0.12	0.13	-0.14	0.13	-0.26	0.00	-0.02	0.90	0.34	0.47	0.01	0.99
FBgn0250835	0.21	0.16	0.24	0.16	0.03	0.85	0.46	0.12	0.38	0.52	0.91	0.52
FBgn0027550	0.10	0.32	0.11	0.33	0.01	0.91	0.21	0.27	0.55	0.68	0.95	0.74
FBgn0029147	0.07	0.51	0.20	0.12	0.13	0.25	0.27	0.20	0.72	0.46	0.42	0.67
FBgn0051326	0.27	0.00	0.26	0.01	-0.01	0.94	0.53	0.00	0.02	0.12	0.97	0.02
FBgn0051482	0.22	0.00	-0.07	0.42	-0.29	0.00	0.15	0.31	0.04	0.74	0.00	0.78
FBgn0000251	0.05	0.38	0.03	0.68	-0.03	0.68	0.08	0.48	0.61	0.88	0.81	0.89
